"subj","trial","condition","resp_type","a","v","rt","acc"
1,2,1,1,1.44047122146379,3.13786748689583,0.389023273956799,1
1,3,1,1,1.44047122146379,3.13786748689583,0.460976104131248,1
1,4,-1,1,1.3033922607844,2.24908648892788,0.894705326712065,1
1,5,-1,1,1.3033922607844,2.24908648892788,0.378883532366013,1
1,6,1,1,1.44047122146379,3.13786748689583,0.463926716758901,1
1,7,-1,1,1.3033922607844,2.24908648892788,0.427075444358027,1
1,8,-1,1,1.3033922607844,2.24908648892788,0.726214070132805,1
1,9,-1,1,1.3033922607844,2.24908648892788,0.453659779961351,1
1,10,1,1,1.44047122146379,3.13786748689583,0.447447168607088,1
1,11,-1,1,1.3033922607844,2.24908648892788,1.17920223720806,1
1,12,1,1,1.44047122146379,3.13786748689583,0.424907790824562,1
1,13,-1,1,1.3033922607844,2.24908648892788,0.50242850524183,1
1,14,-1,1,1.3033922607844,2.24908648892788,0.408806442773393,1
1,15,1,1,1.44047122146379,3.13786748689583,0.403489442800608,1
1,16,-1,1,1.3033922607844,2.24908648892788,0.422721118575058,1
1,17,-1,1,1.3033922607844,2.24908648892788,0.443741048843422,1
1,18,-1,1,1.3033922607844,2.24908648892788,0.774559388204403,1
1,19,-1,1,1.3033922607844,2.24908648892788,0.398371906449723,1
1,20,1,1,1.44047122146379,3.13786748689583,0.405801003820155,1
1,21,1,1,1.44047122146379,3.13786748689583,0.388109465522784,1
1,22,-1,1,1.3033922607844,2.24908648892788,0.419371708027388,1
1,23,-1,1,1.3033922607844,2.24908648892788,0.548888987477032,1
1,24,1,1,1.44047122146379,3.13786748689583,0.406073028393372,1
1,25,-1,1,1.3033922607844,2.24908648892788,0.709551956540037,-1
1,26,-1,-1,1.24230720156895,0.885791470403345,0.326444381895083,1
1,27,1,1,1.44047122146379,3.13786748689583,0.540361358065396,1
1,28,1,1,1.44047122146379,3.13786748689583,0.444656907221574,1
1,29,1,1,1.44047122146379,3.13786748689583,0.43129704791454,1
1,30,1,1,1.44047122146379,3.13786748689583,0.560235820907395,1
1,31,1,1,1.44047122146379,3.13786748689583,0.592072778856857,1
1,32,-1,1,1.3033922607844,2.24908648892788,0.359891595741334,1
1,33,-1,1,1.3033922607844,2.24908648892788,0.733741623977299,1
1,34,1,1,1.44047122146379,3.13786748689583,0.591552524265486,1
1,35,-1,1,1.3033922607844,2.24908648892788,0.471975291768916,1
1,36,-1,1,1.3033922607844,2.24908648892788,0.617951941509124,1
1,37,-1,1,1.3033922607844,2.24908648892788,0.46452965128957,1
1,38,1,1,1.44047122146379,3.13786748689583,0.413625376878973,1
1,39,-1,1,1.3033922607844,2.24908648892788,0.530465469674814,-1
1,40,-1,-1,1.24230720156895,0.885791470403345,0.338028961433688,1
1,41,1,1,1.44047122146379,3.13786748689583,1.05956575369057,1
1,42,-1,1,1.3033922607844,2.24908648892788,0.46582764316047,1
1,43,-1,1,1.3033922607844,2.24908648892788,1.12596605753612,1
1,44,-1,1,1.3033922607844,2.24908648892788,0.608635402119102,1
1,45,1,1,1.44047122146379,3.13786748689583,0.381062441806128,1
1,46,1,1,1.44047122146379,3.13786748689583,0.508200241296801,1
1,47,1,1,1.44047122146379,3.13786748689583,0.304726805346199,1
1,48,-1,1,1.3033922607844,2.24908648892788,0.362698815312555,1
1,49,1,1,1.44047122146379,3.13786748689583,0.708771492843575,1
1,50,-1,1,1.3033922607844,2.24908648892788,0.362077663670895,1
