"subj","trial","condition","resp_type","a","v","rt","acc"
1,2,1,1,1.44047122146379,3.83786748689583,0.662399592269159,1
1,3,-1,1,1.3033922607844,2.34908648892788,0.663193773821267,1
1,4,-1,1,1.3033922607844,2.34908648892788,0.434640624663546,-1
1,5,1,-1,1.37296179048994,1.62725455377294,0.440836095804012,1
1,6,-1,1,1.3033922607844,2.34908648892788,0.399645408321205,1
1,7,-1,1,1.3033922607844,2.34908648892788,0.617477514913098,1
1,8,-1,1,1.3033922607844,2.34908648892788,0.341500558553195,1
1,9,-1,1,1.3033922607844,2.34908648892788,0.351166095851359,1
1,10,-1,1,1.3033922607844,2.34908648892788,0.348510131381468,1
1,11,1,1,1.44047122146379,3.83786748689583,0.371181192000513,1
1,12,-1,1,1.3033922607844,2.34908648892788,0.558938935869862,1
1,13,-1,1,1.3033922607844,2.34908648892788,0.577447095858438,1
1,14,-1,1,1.3033922607844,2.34908648892788,0.341055560288365,-1
1,15,1,-1,1.37296179048994,1.62725455377294,0.718841893625808,1
1,16,-1,1,1.3033922607844,2.34908648892788,0.371812532860988,-1
1,17,1,-1,1.37296179048994,1.62725455377294,0.51517815425226,1
1,18,-1,1,1.3033922607844,2.34908648892788,0.586186772391548,1
1,19,-1,1,1.3033922607844,2.34908648892788,0.474304939041129,1
1,20,-1,1,1.3033922607844,2.34908648892788,0.335826450784917,1
1,21,1,1,1.44047122146379,3.83786748689583,0.426790391926373,1
1,22,1,1,1.44047122146379,3.83786748689583,0.41840626350762,1
1,23,-1,1,1.3033922607844,2.34908648892788,0.554934935671308,1
1,24,-1,1,1.3033922607844,2.34908648892788,0.46650036781826,1
1,25,1,1,1.44047122146379,3.83786748689583,0.564888080625737,1
1,26,1,1,1.44047122146379,3.83786748689583,0.421184656718257,1
1,27,-1,1,1.3033922607844,2.34908648892788,0.411179523392887,1
1,28,1,1,1.44047122146379,3.83786748689583,0.734994721520477,1
1,29,1,1,1.44047122146379,3.83786748689583,0.546598567359442,1
1,30,1,1,1.44047122146379,3.83786748689583,0.567005342771444,1
1,31,-1,1,1.3033922607844,2.34908648892788,0.660508134889299,1
1,32,1,1,1.44047122146379,3.83786748689583,0.347620426978053,1
1,33,1,1,1.44047122146379,3.83786748689583,0.515851092548086,1
1,34,-1,1,1.3033922607844,2.34908648892788,0.430220619504865,1
1,35,1,1,1.44047122146379,3.83786748689583,0.32815104220022,1
1,36,1,1,1.44047122146379,3.83786748689583,0.317270528008849,1
1,37,1,1,1.44047122146379,3.83786748689583,0.368432906744562,1
1,38,1,1,1.44047122146379,3.83786748689583,0.681393249036816,1
1,39,-1,1,1.3033922607844,2.34908648892788,0.411819795479714,1
1,40,1,1,1.44047122146379,3.83786748689583,0.442760239928182,1
1,41,1,1,1.44047122146379,3.83786748689583,0.296859821737315,1
1,42,-1,1,1.3033922607844,2.34908648892788,0.411665802146254,1
1,43,1,1,1.44047122146379,3.83786748689583,0.499131710994706,1
1,44,-1,1,1.3033922607844,2.34908648892788,0.298806275918441,1
1,45,-1,1,1.3033922607844,2.34908648892788,0.354955379981648,1
1,46,1,1,1.44047122146379,3.83786748689583,0.32341142285342,1
1,47,1,1,1.44047122146379,3.83786748689583,0.348480730289089,1
1,48,-1,1,1.3033922607844,2.34908648892788,0.341479547415026,1
1,49,1,1,1.44047122146379,3.83786748689583,0.343979585632984,1
1,50,1,1,1.44047122146379,3.83786748689583,0.397194909238008,1
1,51,1,1,1.44047122146379,3.83786748689583,0.36843887220312,1
1,52,1,1,1.44047122146379,3.83786748689583,0.471353387796595,1
1,53,-1,1,1.3033922607844,2.34908648892788,0.88726279361904,1
1,54,1,1,1.44047122146379,3.83786748689583,0.738810209140587,1
1,55,-1,1,1.3033922607844,2.34908648892788,0.439115624470226,1
1,56,-1,1,1.3033922607844,2.34908648892788,0.401092801177048,1
1,57,1,1,1.44047122146379,3.83786748689583,0.373787524328545,1
1,58,1,1,1.44047122146379,3.83786748689583,0.437377040082577,1
1,59,1,1,1.44047122146379,3.83786748689583,0.345155850531497,1
1,60,-1,1,1.3033922607844,2.34908648892788,0.459038106139814,1
1,61,1,1,1.44047122146379,3.83786748689583,0.388105923837532,1
1,62,1,1,1.44047122146379,3.83786748689583,0.333274915486299,1
1,63,1,1,1.44047122146379,3.83786748689583,0.677384896415854,1
1,64,-1,1,1.3033922607844,2.34908648892788,0.377993357046032,1
1,65,1,1,1.44047122146379,3.83786748689583,0.620277503974465,1
1,66,-1,1,1.3033922607844,2.34908648892788,0.510910264357575,1
1,67,1,1,1.44047122146379,3.83786748689583,0.395914402776743,1
