"subj","trial","condition","resp_type","a","v","rt","acc"
1,2,-1,1,1.98613678563265,0.332567283449191,1.82423766970778,1
1,3,1,1,2.19502061480145,2.67748116152676,0.6800284870857,1
1,4,1,1,2.19502061480145,2.67748116152676,0.719581376373119,1
1,5,1,1,2.19502061480145,2.67748116152676,0.518660857517092,1
1,6,1,1,2.19502061480145,2.67748116152676,0.585555755742481,1
1,7,1,1,2.19502061480145,2.67748116152676,0.47095872578761,1
1,8,1,1,2.19502061480145,2.67748116152676,0.651031606144453,1
1,9,1,1,2.19502061480145,2.67748116152676,0.558964990632175,1
1,10,-1,1,1.98613678563265,0.332567283449191,0.8083886109228,1
1,11,-1,1,1.98613678563265,0.332567283449191,0.92417522201769,1
1,12,-1,1,1.98613678563265,0.332567283449191,1.8057049312338,-1
1,13,-1,-1,1.89305407614399,-0.00670436860596824,1.85628348434666,-1
1,14,-1,-1,1.89305407614399,-0.00670436860596824,0.496155930681819,1
1,15,1,1,2.19502061480145,2.67748116152676,0.533936895904717,1
1,16,-1,1,1.98613678563265,0.332567283449191,0.934960792811426,-1
1,17,1,-1,2.0921483112989,1.79665592363001,0.810042716132522,1
1,18,-1,1,1.98613678563265,0.332567283449191,0.470702180503468,1
1,19,-1,1,1.98613678563265,0.332567283449191,0.582353536681641,1
1,20,1,1,2.19502061480145,2.67748116152676,0.473279466484834,1
1,21,1,1,2.19502061480145,2.67748116152676,0.800342505274272,1
1,22,1,1,2.19502061480145,2.67748116152676,0.535632140807021,1
1,23,-1,1,1.98613678563265,0.332567283449191,0.736223159268517,1
1,24,-1,1,1.98613678563265,0.332567283449191,0.948237364430652,-1
1,25,1,-1,2.0921483112989,1.79665592363001,0.910051814243263,1
1,26,-1,1,1.98613678563265,0.332567283449191,1.88803333174242,1
1,27,1,1,2.19502061480145,2.67748116152676,0.444332944267525,1
1,28,1,1,2.19502061480145,2.67748116152676,0.760382821486721,1
1,29,-1,1,1.98613678563265,0.332567283449191,0.564206885427755,-1
1,30,-1,-1,1.89305407614399,-0.00670436860596824,0.677721315034875,-1
1,31,1,-1,2.0921483112989,1.79665592363001,0.684919431048583,1
1,32,1,1,2.19502061480145,2.67748116152676,0.500159940914787,1
1,33,1,1,2.19502061480145,2.67748116152676,0.518237420959636,1
1,34,-1,1,1.98613678563265,0.332567283449191,0.360848060486479,-1
1,35,1,-1,2.0921483112989,1.79665592363001,0.774148096685515,1
1,36,-1,1,1.98613678563265,0.332567283449191,0.50564611551344,1
1,37,-1,1,1.98613678563265,0.332567283449191,1.27056793686457,1
1,38,1,1,2.19502061480145,2.67748116152676,0.555865026523107,1
1,39,1,1,2.19502061480145,2.67748116152676,0.666672047478413,1
1,40,1,1,2.19502061480145,2.67748116152676,0.474266899825069,1
1,41,1,1,2.19502061480145,2.67748116152676,0.365141379998401,1
1,42,1,1,2.19502061480145,2.67748116152676,0.741079058341417,1
1,43,1,1,2.19502061480145,2.67748116152676,0.455845969980547,1
1,44,-1,1,1.98613678563265,0.332567283449191,0.928202479795443,1
1,45,-1,1,1.98613678563265,0.332567283449191,1.27663389078108,-1
1,46,-1,-1,1.89305407614399,-0.00670436860596824,0.70542014419847,1
1,47,1,1,2.19502061480145,2.67748116152676,1.16889690113568,1
1,48,1,1,2.19502061480145,2.67748116152676,0.641734757024078,1
1,49,-1,1,1.98613678563265,0.332567283449191,1.34595500800507,1
1,50,-1,1,1.98613678563265,0.332567283449191,0.964941670443204,1
1,51,-1,1,1.98613678563265,0.332567283449191,1.16950217108493,1
1,52,-1,1,1.98613678563265,0.332567283449191,1.19908579515417,-1
1,53,-1,-1,1.89305407614399,-0.00670436860596824,0.757695762692178,-1
1,54,1,-1,2.0921483112989,1.79665592363001,1.10091182007889,1
1,55,1,1,2.19502061480145,2.67748116152676,0.540080448051729,1
1,56,-1,1,1.98613678563265,0.332567283449191,0.714306744759009,1
1,57,1,1,2.19502061480145,2.67748116152676,0.746059940133195,1
1,58,1,1,2.19502061480145,2.67748116152676,0.573733078013934,1
1,59,-1,1,1.98613678563265,0.332567283449191,1.42023591111716,-1
1,60,-1,-1,1.89305407614399,-0.00670436860596824,0.559145336218705,1
1,61,-1,1,1.98613678563265,0.332567283449191,0.670317852608822,1
1,62,-1,1,1.98613678563265,0.332567283449191,0.475726550781434,1
1,63,1,1,2.19502061480145,2.67748116152676,1.04562970838255,1
1,64,1,1,2.19502061480145,2.67748116152676,1.3443302515772,1
1,65,-1,1,1.98613678563265,0.332567283449191,2.5975309850821,-1
1,66,-1,-1,1.89305407614399,-0.00670436860596824,0.361788165474421,1
1,67,-1,1,1.98613678563265,0.332567283449191,0.434784943985282,-1
1,68,-1,-1,1.89305407614399,-0.00670436860596824,2.17197105708112,1
1,69,1,1,2.19502061480145,2.67748116152676,0.458884937435707,1
1,70,-1,1,1.98613678563265,0.332567283449191,0.617136675571708,-1
1,71,-1,-1,1.89305407614399,-0.00670436860596824,3.40143449515559,-1
1,72,1,-1,2.0921483112989,1.79665592363001,0.809513627397766,1
1,73,1,1,2.19502061480145,2.67748116152676,0.625661484163502,1
1,74,-1,1,1.98613678563265,0.332567283449191,1.88753267365294,1
1,75,-1,1,1.98613678563265,0.332567283449191,0.400093225434174,1
1,76,-1,1,1.98613678563265,0.332567283449191,0.760531690268714,-1
1,77,-1,-1,1.89305407614399,-0.00670436860596824,0.785945484857213,1
1,78,1,1,2.19502061480145,2.67748116152676,0.488996094630169,1
1,79,1,1,2.19502061480145,2.67748116152676,0.515217853066467,1
1,80,-1,1,1.98613678563265,0.332567283449191,1.09080997846982,1
1,81,1,1,2.19502061480145,2.67748116152676,0.47527282551367,1
1,82,-1,1,1.98613678563265,0.332567283449191,1.8268360688087,1
1,83,-1,1,1.98613678563265,0.332567283449191,1.00679862627257,1
1,84,1,1,2.19502061480145,2.67748116152676,0.43244558819892,1
1,85,1,1,2.19502061480145,2.67748116152676,0.77537880269356,1
1,86,1,1,2.19502061480145,2.67748116152676,0.608144685405614,1
1,87,-1,1,1.98613678563265,0.332567283449191,2.12242828384788,1
1,88,1,1,2.19502061480145,2.67748116152676,0.694733072934204,1
1,89,1,1,2.19502061480145,2.67748116152676,0.475378916837389,1
1,90,1,1,2.19502061480145,2.67748116152676,0.806467213753039,1
